,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,anom_count,incident_id,num,class,mse
30840,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,4148,4016,4026,2708,4020,4026,4020,4068,4168,4114,4168,4140,4140,3986,3986,4114,3636,3658,4078,4120,2956,2956,2956,2742,4002,4032,2708,2852,4028,4110,4026,2854,4004,4032,4028,2852,4016,4026,4110,2854,2956,4140,4140,4030,4020,4020,4140,4140,4148,4140,4140,4162,4162,4150,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,4068,3254,3636,3658,4078,4120,2956,2956,2956,2956,0,4467933,53,normal,19.83917314033944
30845,4002,4032,2708,2852,4028,4110,4026,2854,4004,4032,4028,2852,4016,4026,4110,2854,2956,4140,4140,4030,4020,4020,4140,4140,4148,4140,4140,4162,4162,4150,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,4068,3254,3636,3658,4078,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,3254,2956,2956,2956,2956,2970,2956,2956,2956,2956,4092,4082,4090,2956,4094,4084,4090,4082,4092,4090,2956,4094,2956,2956,2956,3236,2956,4068,3636,3658,2956,2974,4100,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4467933,58,normal,19.147284395085165
30839,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2742,4026,4148,4016,4026,2708,4020,4026,4020,4068,4168,4114,4168,4140,4140,3986,3986,4114,3636,3658,4078,4120,2956,2956,2956,2742,4002,4032,2708,2852,4028,4110,4026,2854,4004,4032,4028,2852,4016,4026,4110,2854,2956,4140,4140,4030,4020,4020,4140,4140,4148,4140,4140,4162,4162,4150,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,0,4467933,52,normal,19.105298414497145
30846,4028,2852,4016,4026,4110,2854,2956,4140,4140,4030,4020,4020,4140,4140,4148,4140,4140,4162,4162,4150,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,4068,3254,3636,3658,4078,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,3254,2956,2956,2956,2956,2970,2956,2956,2956,2956,4092,4082,4090,2956,4094,4084,4090,4082,4092,4090,2956,4094,2956,2956,2956,3236,2956,4068,3636,3658,2956,2974,4100,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,3634,0,4467933,59,normal,18.66206563666388
30847,4020,4020,4140,4140,4148,4140,4140,4162,4162,4150,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,4068,3254,3636,3658,4078,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,3254,2956,2956,2956,2956,2970,2956,2956,2956,2956,4092,4082,4090,2956,4094,4084,4090,4082,4092,4090,2956,4094,2956,2956,2956,3236,2956,4068,3636,3658,2956,2974,4100,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,3634,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,0,4467933,60,normal,17.367873747418265
30848,4150,4152,4152,4168,4156,4168,4156,4406,4410,4408,4412,4120,2956,2852,2854,2956,4120,2956,2956,1572,4396,2956,2956,2956,2956,4120,2956,2858,4120,4122,3254,3254,3254,3008,3234,2956,2956,4026,4016,4026,2744,4148,4020,4026,2708,4026,4020,4396,2956,2956,2956,3254,4180,4016,2744,4148,2956,2956,3254,3254,4068,3254,3636,3658,4078,4120,2956,2956,2956,2956,4396,148,2956,2956,2956,2956,2956,2956,3254,2956,2956,2956,2956,2970,2956,2956,2956,2956,4092,4082,4090,2956,4094,4084,4090,4082,4092,4090,2956,4094,2956,2956,2956,3236,2956,4068,3636,3658,2956,2974,4100,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4124,3634,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,4124,2956,4068,3636,3658,2858,2658,2688,0,4467933,61,normal,17.055273818760558
30890,4066,4066,4066,3372,3658,3636,2956,2956,2956,2956,2956,2956,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,3372,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2956,2956,2956,3372,4068,4068,4068,3658,3636,2956,2956,3372,2956,0,4467941,7,normal,30.205413078620108
30892,2956,2956,3372,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2956,2956,2956,3372,4068,4068,4068,3658,3636,2956,2956,3372,2956,4068,4068,4068,3658,3636,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2684,2684,4120,2956,2956,0,4467941,9,normal,29.421280240327555
30893,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2956,2956,2956,3372,4068,4068,4068,3658,3636,2956,2956,3372,2956,4068,4068,4068,3658,3636,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2684,2684,4120,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,0,4467941,10,normal,29.25273484616039
30891,2956,2956,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,3372,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2956,2956,2956,3372,4068,4068,4068,3658,3636,2956,2956,3372,2956,4068,4068,4068,3658,3636,2956,2956,2956,2956,2956,0,4467941,8,normal,28.90754365870124
30889,2956,2956,2956,2956,2956,4024,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,2956,2956,2956,2956,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,3372,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,2956,4068,4068,4068,3658,3636,2956,2956,2956,0,4467941,6,normal,28.58610978327396
30888,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4024,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,2956,2956,2956,2956,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,3372,4066,4066,4066,3658,3636,2956,2956,2956,2956,2956,4066,4066,4066,3372,3658,3636,3372,2956,2956,3372,3372,2956,2956,2956,3372,2956,2956,3372,4066,4066,4066,3658,3636,3372,2956,2956,2956,3372,2956,2956,4066,4066,4066,3372,3658,3636,2956,2956,3372,3372,4066,4066,4066,3658,3636,2956,2956,2956,4066,4066,4066,3658,3636,3372,2956,2956,3372,2956,2956,2956,2956,2956,2956,3372,2956,2956,2956,4068,4068,4068,2708,4016,4026,4016,4026,4020,2742,4026,4148,4020,2708,4020,4120,4120,2708,3658,3636,4120,3372,2956,2956,3372,2956,2956,2956,2956,2956,0,4467941,5,normal,28.45302577379617
30939,2956,2956,2956,2956,3982,2956,2956,2884,2956,2956,2956,2956,2884,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4180,0,4467983,8,normal,9.102109021872682
30938,2956,2956,2956,4066,4066,3636,3658,4078,4120,2956,2956,2956,2956,2956,3982,2956,2956,2884,2956,2956,2956,2956,2884,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,0,4467983,7,normal,9.050471036732215
30940,2956,2956,2884,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4180,2956,2682,2956,2956,2956,2956,4068,4068,3658,3636,0,4467983,9,normal,8.498099274806046
30945,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4180,2956,2682,2956,2956,2956,2956,4068,4068,3658,3636,2956,2956,2956,2894,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3658,3636,4078,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2894,2956,2956,2956,0,4467983,14,normal,7.913186040141927
30943,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4180,2956,2682,2956,2956,2956,2956,4068,4068,3658,3636,2956,2956,2956,2894,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3658,3636,4078,2956,2956,2956,2956,3982,2956,2956,2956,0,4467983,12,normal,7.774667382299292
30937,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4078,4120,2956,2956,2956,2956,2956,3982,2956,2956,2884,2956,2956,2956,2956,2884,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,0,4467983,6,normal,7.64415925350866
30942,2956,2956,2956,2956,2956,4068,4068,3636,3658,4120,2956,2956,2956,4068,4068,3636,3658,4078,4120,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4068,2884,3658,3636,4078,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3636,3658,4120,2956,2956,2956,2956,2956,2956,2956,2956,2956,2884,2956,2956,2956,2956,2956,4068,4068,2708,4026,2744,4026,4016,4026,2708,4020,4026,4020,4148,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4180,2956,2682,2956,2956,2956,2956,4068,4068,3658,3636,2956,2956,2956,2894,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4066,3658,0,4467983,11,normal,7.642284509594432
30994,3658,4124,2956,2956,2956,2956,2956,2956,3982,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4168,3224,4396,4168,4166,2956,3224,4396,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,2956,4168,4168,4166,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,4410,4410,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,3636,3658,4124,2956,2956,2956,4410,2956,2956,2956,2956,2956,2956,2956,2956,4168,2956,4168,760,4166,4112,4164,2956,4168,4166,2956,4394,760,4112,2956,0,4468027,3,normal,10.984767657737388
31065,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2686,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,4124,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,4066,4068,4068,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,4394,4394,952,958,962,2956,2956,2956,2956,2956,4072,2956,2956,2956,4068,4066,4066,2708,4016,4026,4020,2744,4026,4026,2708,4020,4016,0,4468115,60,normal,18.077590515407497
31064,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2686,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,4124,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,4066,4068,4068,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,4394,4394,952,958,962,2956,2956,2956,2956,2956,4072,2956,2956,2956,4068,4066,4066,0,4468115,59,normal,16.77084208341555
31063,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2686,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,4124,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,4066,4068,4068,4124,3636,3658,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,4394,4394,952,958,962,2956,2956,0,4468115,58,normal,16.266529231282114
31027,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,3354,2956,3354,3354,3364,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,2708,2744,4026,4148,2708,4020,4026,4026,4026,4016,4016,4026,4026,4020,4020,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,4066,4068,4068,0,4468115,22,normal,6.240596708879474
31023,3636,4124,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,3354,2956,3354,3354,3364,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,2708,2744,4026,4148,2708,4020,4026,4026,4026,4016,4016,4026,4026,4020,4020,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,0,4468115,18,normal,6.236133598190177
31032,4068,4068,3636,3658,4124,2956,3354,2956,3354,3354,3364,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,2708,2744,4026,4148,2708,4020,4026,4026,4026,4016,4016,4026,4026,4020,4020,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,2956,2956,2956,2956,4066,4068,4068,3636,0,4468115,27,normal,6.18281408826416
31022,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,3354,2956,3354,3354,3364,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,2708,2744,4026,4148,2708,4020,4026,4026,4026,4016,4016,4026,4026,4020,4020,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,0,4468115,17,normal,6.182120457615356
31021,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,4068,4066,4066,3636,3658,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,3658,3636,4124,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,2956,4066,4068,4068,3636,3658,4124,2956,3354,2956,3354,3354,3364,2956,2956,2956,2956,2956,2956,2956,2956,4068,4066,4066,2708,2744,4026,4148,2708,4020,4026,4026,4026,4016,4016,4026,4026,4020,4020,3636,3658,4124,0,4468115,16,normal,6.178475491281801
